name,link,price,image,year
"Trek Roscoe 7 27.5"" (2022)",https://www.velostrana.ru/trek/roscoe-7-275/,Нет в наличии,https://cdn.velostrana.ru/upload/models/velo/53379/medium.jpg,2022
Marin San Rafael DS1 (2020),https://www.velostrana.ru/marin/san-rafael-ds1/,Нет в наличии,https://cdn.velostrana.ru/upload/models/velo/49091/medium.jpg,2020
Trek Stache 9.7 (2019),https://www.velostrana.ru/trek/stache-97/,Нет в наличии,https://cdn.velostrana.ru/upload/models/velo/41203/medium.jpg,2019
Trek Roscoe 8 (2019),https://www.velostrana.ru/trek/roscoe-8/2019/,Нет в наличии,https://cdn.velostrana.ru/upload/models/velo/41413/medium.jpg,2019
Cube Attention SL SE 29 (2019),https://www.velostrana.ru/cube/attention-sl-se-29/2019/,Нет в наличии,https://cdn.velostrana.ru/upload/models/velo/43960/medium.jpg,2019
Silverback Scoop Fatty (2018),https://www.velostrana.ru/silverback/scoop-fatty/2018/,Нет в наличии,https://cdn.velostrana.ru/upload/models/velo/40336/medium.jpg,2018
Pegasus Avanti Sport 26 Gent 7 (2018),https://www.velostrana.ru/pegasus/avanti-sport-26-gent-7/,Нет в наличии,https://cdn.velostrana.ru/upload/models/velo/38818/medium.jpg,2018
Forward Sporting 2.0 disc (2018),https://www.velostrana.ru/forward/sporting-20-disc/,10440.00,https://cdn.velostrana.ru/upload/models/velo/38583/medium.jpg,2018
Forward Flash 2.0 (2018),https://www.velostrana.ru/forward/flash-20/,10296.00,https://cdn.velostrana.ru/upload/models/velo/38646/medium.jpg,2018
"Stinger Reload Pro 27,5"" (2018)",https://www.velostrana.ru/stinger/reload-pro-275/2018/,35430.00,https://cdn.velostrana.ru/upload/models/velo/39748/medium.jpg,2018
Aspect FORCE (2019),https://www.velostrana.ru/aspect/force/2019/,37790.00,https://cdn.velostrana.ru/upload/models/velo/40749/medium.jpg,2019
Forward Flash 26 1.0 (2019),https://www.velostrana.ru/forward/flash-26-10/2019/,15890.00,https://cdn.velostrana.ru/upload/models/velo/42435/medium.jpg,2019
Aspect FORCE (2020),https://www.velostrana.ru/aspect/force/2020/,53990.00,https://cdn.velostrana.ru/upload/models/velo/44478/medium.jpg,2020
Welt Rubicon 2.0 29 (2023),https://www.velostrana.ru/welt/rubicon-20-29/2023/,Нет в наличии,https://cdn.velostrana.ru/upload/models/velo/60099/medium.jpg,2023
Cube Reaction C:62 SL (2021),https://www.velostrana.ru/cube/reaction-c62-sl/,294000.00,https://cdn.velostrana.ru/upload/models/velo/49396/medium.jpg,2021
Cube Reaction C:62 Pro (2021),https://www.velostrana.ru/cube/reaction-c62-pro/2021/,193400.00,https://cdn.velostrana.ru/upload/models/velo/49398/medium.jpg,2021
"Stinger Genesis Evo 29"" (2020)",https://www.velostrana.ru/stinger/genesis-evo-29/2020/,Нет в наличии,https://cdn.velostrana.ru/upload/models/velo/46030/medium.jpg,2020
Merida Big.Seven 10-MD (2020),https://www.velostrana.ru/merida/bigseven-10-md/,32340.00,https://cdn.velostrana.ru/upload/models/velo/45838/medium.jpg,2020
Format 1315 (2020),https://www.velostrana.ru/format/1315/2020/,40500.00,https://cdn.velostrana.ru/upload/models/velo/45629/medium.jpg,2020
Merida Big.Nine 10-MD (2019),https://www.velostrana.ru/merida/bignine-10-md/2019/,24187.00,https://cdn.velostrana.ru/upload/models/velo/42522/medium.jpg,2019
Merida Big.Nine 80-D (2019),https://www.velostrana.ru/merida/bignine-80-d/,41925.00,https://cdn.velostrana.ru/upload/models/velo/40792/medium.jpg,2019
Aspect AMP (2019),https://www.velostrana.ru/aspect/amp/,52459.00,https://cdn.velostrana.ru/upload/models/velo/40744/medium.jpg,2019
Haibike SEET HardNine 2.0 (2018),https://www.velostrana.ru/haibike/seet-hardnine-20/2018/,49900.00,https://cdn.velostrana.ru/upload/models/velo/40591/medium.jpg,2018
Merida Big.Nine 20-D (2019),https://www.velostrana.ru/merida/bignine-20-d/2019/,31360.00,https://cdn.velostrana.ru/upload/models/velo/40676/medium.jpg,2019
Welt Peak 2.0 D 27 (2022),https://www.velostrana.ru/welt/peak-20-d-27/,27990.00,https://cdn.velostrana.ru/upload/models/velo/54757/medium.jpg,2022
Stark Hunter 27.2 HD (2021),https://www.velostrana.ru/stark/hunter-27-2-hd/2021/,33966.00,https://cdn.velostrana.ru/upload/models/velo/54583/medium.jpg,2021
"Hagen One Eight MD 27,5 (2024)",https://www.velostrana.ru/hagen/one-eight-md-275/,47900.00,https://cdn.velostrana.ru/upload/models/velo/62619/medium.jpg,2024
Merida BIG.NINE 300 (2018),https://www.velostrana.ru/merida/bignine-300/2018/,43500.00,https://cdn.velostrana.ru/upload/models/velo/37427/medium.jpg,2018
Merida Big.Nine 10-MD (2019),https://www.velostrana.ru/merida/bignine-10-md/2019/,24187.00,https://cdn.velostrana.ru/upload/models/velo/42522/medium.jpg,2019
Aspect AMP (2019),https://www.velostrana.ru/aspect/amp/,52459.00,https://cdn.velostrana.ru/upload/models/velo/40744/medium.jpg,2019
Merida Big.Nine 80-D (2019),https://www.velostrana.ru/merida/bignine-80-d/,41925.00,https://cdn.velostrana.ru/upload/models/velo/40792/medium.jpg,2019
Welt Ridge 2.0 D 29er (2018),https://www.velostrana.ru/welt/ridge-20-d-29er/,24970.00,https://cdn.velostrana.ru/upload/models/velo/38806/medium.jpg,2018
Cube Reaction C:62 PRO (2020),https://www.velostrana.ru/cube/reaction-c62-pro/2020/,162400.00,https://cdn.velostrana.ru/upload/models/velo/44546/medium.jpg,2020
Cube Reaction C:62 Race Eagle (2019),https://www.velostrana.ru/cube/reaction-c62-race-eagle/,193000.00,https://cdn.velostrana.ru/upload/models/velo/40881/medium.jpg,2019
Cube Reaction C:62 RACE 2x12 (2020),https://www.velostrana.ru/cube/reaction-c62-race-2x12/,202700.00,https://cdn.velostrana.ru/upload/models/velo/44537/medium.jpg,2020
Trek Farley 7 (2020),https://www.velostrana.ru/trek/farley-7/2020/,Нет в наличии,https://cdn.velostrana.ru/upload/models/velo/46818/medium.jpg,2020
Merida BIG.NINE 800 (2018),https://www.velostrana.ru/merida/bignine-800/,Нет в наличии,https://cdn.velostrana.ru/upload/models/velo/37481/medium.jpg,2018
Ghost Lector World Cup Replica (2021),https://www.velostrana.ru/ghost/lector-world-cup-replica/,Нет в наличии,https://cdn.velostrana.ru/upload/models/velo/51877/medium.jpg,2021
Slash Stream 3.0 27.5 (2021),https://www.velostrana.ru/slash/stream-30-275/,33490.00,https://cdn.velostrana.ru/upload/models/velo/52385/medium.jpg,2021
Aspect LEGEND 27.5 (2019),https://www.velostrana.ru/aspect/legend-275/2019/,25190.00,https://cdn.velostrana.ru/upload/models/velo/40737/medium.jpg,2019
Stark Tank 26.1 D (2021),https://www.velostrana.ru/stark/tank-261-d/2021/,23877.00,https://cdn.velostrana.ru/upload/models/velo/53220/medium.jpg,2021
Cube Attention 27.5 (2019),https://www.velostrana.ru/cube/attention-275/2019/,67000.00,https://cdn.velostrana.ru/upload/models/velo/40902/medium.jpg,2019
Cube Aim SL 29 (2019),https://www.velostrana.ru/cube/aim-sl-29/2019/,50400.00,https://cdn.velostrana.ru/upload/models/velo/40913/medium.jpg,2019
Merida Big.Nine Limited (2019),https://www.velostrana.ru/merida/bignine-limited/2019/,68675.00,https://cdn.velostrana.ru/upload/models/velo/40686/medium.jpg,2019
Merida Big.Nine 300 (2019),https://www.velostrana.ru/merida/bignine-300/2019/,53600.00,https://cdn.velostrana.ru/upload/models/velo/40677/medium.jpg,2019
Cube Aim SL Allroad 29 (2019),https://www.velostrana.ru/cube/aim-sl-allroad-29/2019/,57500.00,https://cdn.velostrana.ru/upload/models/velo/40915/medium.jpg,2019
Aspect Air Pro 29 (2022),https://www.velostrana.ru/aspect/air-pro-29/2022/,75990.00,https://cdn.velostrana.ru/upload/models/velo/53285/medium.jpg,2022
Scott Aspect 960 (2020),https://www.velostrana.ru/scott/aspect-960/2020/,41260.00,https://cdn.velostrana.ru/upload/models/velo/46277/medium.jpg,2020
Scott Aspect 950 (2020),https://www.velostrana.ru/scott/aspect-950/2020/,50310.00,https://cdn.velostrana.ru/upload/models/velo/46276/medium.jpg,2020
Silverback Stride 26-V (2018),https://www.velostrana.ru/silverback/stride-26-v/,19999.00,https://cdn.velostrana.ru/upload/models/velo/40351/medium.jpg,2018
Stark Slash 27.1 D (2021),https://www.velostrana.ru/stark/slash-271-d/2021/,22941.00,https://cdn.velostrana.ru/upload/models/velo/53219/medium.jpg,2021
Welt Rockfall 3.0 29 SRT (2021),https://www.velostrana.ru/welt/rockfall-30-29-srt/,46990.00,https://cdn.velostrana.ru/upload/models/velo/52342/medium.jpg,2021
Dewolf Grow 20 (2021),https://www.velostrana.ru/dewolf/grow-20/2021/,36990.00,https://cdn.velostrana.ru/upload/models/velo/53139/medium.jpg,2021
Dewolf Ridly 20 (2021),https://www.velostrana.ru/dewolf/ridly-20/2021/,24990.00,https://cdn.velostrana.ru/upload/models/velo/53150/medium.jpg,2021
Forward Flash 26 1.2 S (2021),https://www.velostrana.ru/forward/flash-26-12-s/,18800.00,https://cdn.velostrana.ru/upload/models/velo/53166/medium.jpg,2021
Merida Big.Nine 100-2x (2022),https://www.velostrana.ru/merida/bignine-100-2x/,77064.00,https://cdn.velostrana.ru/upload/models/velo/55558/medium.jpg,2022
Merida Big.Nine 5000 (2019),https://www.velostrana.ru/merida/bignine-5000/2019/,98423.00,https://cdn.velostrana.ru/upload/models/velo/40789/medium.jpg,2019
Scott Scale 920 (2020),https://www.velostrana.ru/scott/scale-920/2020/,198820.00,https://cdn.velostrana.ru/upload/models/velo/46230/medium.jpg,2020
Stark Slash 27.1 D (2021),https://www.velostrana.ru/stark/slash-271-d/2021/,22941.00,https://cdn.velostrana.ru/upload/models/velo/53219/medium.jpg,2021
Aspect LEGEND 27.5 (2019),https://www.velostrana.ru/aspect/legend-275/2019/,25190.00,https://cdn.velostrana.ru/upload/models/velo/40737/medium.jpg,2019
Stark Tank 26.1 D (2021),https://www.velostrana.ru/stark/tank-261-d/2021/,23877.00,https://cdn.velostrana.ru/upload/models/velo/53220/medium.jpg,2021
Merida Big.Nine Limited (2019),https://www.velostrana.ru/merida/bignine-limited/2019/,68675.00,https://cdn.velostrana.ru/upload/models/velo/40686/medium.jpg,2019
Merida Big.Nine 300 (2019),https://www.velostrana.ru/merida/bignine-300/2019/,53600.00,https://cdn.velostrana.ru/upload/models/velo/40677/medium.jpg,2019
Aspect Air Pro 29 (2022),https://www.velostrana.ru/aspect/air-pro-29/2022/,75990.00,https://cdn.velostrana.ru/upload/models/velo/53285/medium.jpg,2022
Silverback Stride 26-V (2018),https://www.velostrana.ru/silverback/stride-26-v/,19999.00,https://cdn.velostrana.ru/upload/models/velo/40351/medium.jpg,2018
Scott Aspect 950 (2020),https://www.velostrana.ru/scott/aspect-950/2020/,50310.00,https://cdn.velostrana.ru/upload/models/velo/46276/medium.jpg,2020
Scott Aspect 960 (2020),https://www.velostrana.ru/scott/aspect-960/2020/,41260.00,https://cdn.velostrana.ru/upload/models/velo/46277/medium.jpg,2020
Stark Fat 26.2 HD (2022),https://www.velostrana.ru/stark/fat-262-hd/2022/,42380.00,https://cdn.velostrana.ru/upload/models/velo/54180/medium.jpg,2022
"Stinger Element Evo 29"" (2023)",https://www.velostrana.ru/stinger/element-evo-29/2023/,27400.00,https://cdn.velostrana.ru/upload/models/velo/60522/medium.jpg,2023
Stels Navigator 510 V V010 (2018),https://www.velostrana.ru/stels/navigator-510-v-v010/,15350.00,https://cdn.velostrana.ru/upload/models/velo/39178/medium.jpg,2018
Giant Talon 1 GE (2018),https://www.velostrana.ru/giant/talon-1-ge/2018/,74900.00,https://cdn.velostrana.ru/upload/models/velo/37807/medium.jpg,2018
Stark Indy 26.2 D (2022),https://www.velostrana.ru/stark/indy-262-d/,22330.00,https://cdn.velostrana.ru/upload/models/velo/54146/medium.jpg,2022
Stark Tank 27.2 HD (2022),https://www.velostrana.ru/stark/tank-272-hd/,29990.00,https://cdn.velostrana.ru/upload/models/velo/54153/medium.jpg,2022
Cronus Holts 5.0 27.5 (2018),https://www.velostrana.ru/cronus/holts-50-275/,38940.00,https://cdn.velostrana.ru/upload/models/velo/39022/medium.jpg,2018
Stark Tank 27.2 D (2022),https://www.velostrana.ru/stark/tank-272-d/,25620.00,https://cdn.velostrana.ru/upload/models/velo/54155/medium.jpg,2022
Cube Phenix C:68X SLX (2025),https://www.velostrana.ru/cube/phenix-c68x-slx/,916650.00,https://cdn.velostrana.ru/upload/models/velo/65288/medium.jpg,2025
Cube Reaction C:62 One (2023),https://www.velostrana.ru/cube/reaction-c62-one/2023/,Нет в наличии,https://cdn.velostrana.ru/upload/models/velo/59368/medium.jpg,2023
Scott Contessa 730 (2018),https://www.velostrana.ru/scott/contessa-730/2018/,31990.00,https://cdn.velostrana.ru/upload/models/velo/38315/medium.jpg,2018
Format 1121 (2018),https://www.velostrana.ru/format/1121/2018/,97500.00,https://cdn.velostrana.ru/upload/models/velo/38447/medium.jpg,2018
"Stinger Graphite LE 27"" (2021)",https://www.velostrana.ru/stinger/graphite-le-27/,28000.00,https://cdn.velostrana.ru/upload/models/velo/54717/medium.jpg,2021
Welt Ranger 2.0 29 (2022),https://www.velostrana.ru/welt/ranger-20-29/2022/,45990.00,https://cdn.velostrana.ru/upload/models/velo/54767/medium.jpg,2022
Stark Tactic 26.4 D (2018),https://www.velostrana.ru/stark/tactic-264-d/,25430.00,https://cdn.velostrana.ru/upload/models/velo/38273/medium.jpg,2018
Aspect Air Pro 29 (2022),https://www.velostrana.ru/aspect/air-pro-29/2022/,75990.00,https://cdn.velostrana.ru/upload/models/velo/53285/medium.jpg,2022
Merida Big.Nine 300 (2019),https://www.velostrana.ru/merida/bignine-300/2019/,53600.00,https://cdn.velostrana.ru/upload/models/velo/40677/medium.jpg,2019
Merida Big.Nine Limited (2019),https://www.velostrana.ru/merida/bignine-limited/2019/,68675.00,https://cdn.velostrana.ru/upload/models/velo/40686/medium.jpg,2019
Stark Tank 26.1 D (2021),https://www.velostrana.ru/stark/tank-261-d/2021/,23877.00,https://cdn.velostrana.ru/upload/models/velo/53220/medium.jpg,2021
Aspect LEGEND 27.5 (2019),https://www.velostrana.ru/aspect/legend-275/2019/,25190.00,https://cdn.velostrana.ru/upload/models/velo/40737/medium.jpg,2019
Stark Slash 27.1 D (2021),https://www.velostrana.ru/stark/slash-271-d/2021/,22941.00,https://cdn.velostrana.ru/upload/models/velo/53219/medium.jpg,2021
Scott Scale 920 (2020),https://www.velostrana.ru/scott/scale-920/2020/,198820.00,https://cdn.velostrana.ru/upload/models/velo/46230/medium.jpg,2020
Merida Big.Nine 5000 (2019),https://www.velostrana.ru/merida/bignine-5000/2019/,98423.00,https://cdn.velostrana.ru/upload/models/velo/40789/medium.jpg,2019
Merida Big.Nine 100-2x (2022),https://www.velostrana.ru/merida/bignine-100-2x/,77064.00,https://cdn.velostrana.ru/upload/models/velo/55558/medium.jpg,2022
Forward Flash 26 1.2 S (2021),https://www.velostrana.ru/forward/flash-26-12-s/,18800.00,https://cdn.velostrana.ru/upload/models/velo/53166/medium.jpg,2021
Dewolf Ridly 20 (2021),https://www.velostrana.ru/dewolf/ridly-20/2021/,24990.00,https://cdn.velostrana.ru/upload/models/velo/53150/medium.jpg,2021
Dewolf Grow 20 (2021),https://www.velostrana.ru/dewolf/grow-20/2021/,36990.00,https://cdn.velostrana.ru/upload/models/velo/53139/medium.jpg,2021
Cube Aim EX 29 (2021),https://www.velostrana.ru/cube/aim-ex-29/2021/,60100.00,https://cdn.velostrana.ru/upload/models/velo/49425/medium.jpg,2021
Cube Analog 27.5 (2023),https://www.velostrana.ru/cube/analog-275/2023/,116690.00,https://cdn.velostrana.ru/upload/models/velo/59262/medium.jpg,2023
Trek Marlin 7 WSD 27.5 (2020),https://www.velostrana.ru/trek/marlin-7-wsd-275/,58699.00,https://cdn.velostrana.ru/upload/models/velo/47025/medium.jpg,2020
"Stinger Graphite Evo 29"" (2020)",https://www.velostrana.ru/stinger/graphite-evo-29/2020/,26390.00,https://cdn.velostrana.ru/upload/models/velo/46060/medium.jpg,2020
Cube Reaction C:62 29 (2018),https://www.velostrana.ru/cube/reaction-c62-29/,98900.00,https://cdn.velostrana.ru/upload/models/velo/36836/medium.jpg,2018
"Stinger Graphite Pro 29"" (2020)",https://www.velostrana.ru/stinger/graphite-pro-29/2020/,29190.00,https://cdn.velostrana.ru/upload/models/velo/46058/medium.jpg,2020
Cube Reaction Race 29 (2019),https://www.velostrana.ru/cube/reaction-race-29/2019/,112300.00,https://cdn.velostrana.ru/upload/models/velo/40889/medium.jpg,2019
Cube Attention 29 (2019),https://www.velostrana.ru/cube/attention-29/2019/,67000.00,https://cdn.velostrana.ru/upload/models/velo/40901/medium.jpg,2019
Cube Attention 27.5 (2019),https://www.velostrana.ru/cube/attention-275/2019/,67000.00,https://cdn.velostrana.ru/upload/models/velo/40902/medium.jpg,2019
Cube Aim SL 29 (2019),https://www.velostrana.ru/cube/aim-sl-29/2019/,50400.00,https://cdn.velostrana.ru/upload/models/velo/40913/medium.jpg,2019
Cube Aim SL Allroad 29 (2019),https://www.velostrana.ru/cube/aim-sl-allroad-29/2019/,57500.00,https://cdn.velostrana.ru/upload/models/velo/40915/medium.jpg,2019
Slash Stream 3.0 27.5 (2021),https://www.velostrana.ru/slash/stream-30-275/,33490.00,https://cdn.velostrana.ru/upload/models/velo/52385/medium.jpg,2021
Welt Rockfall 3.0 29 SRT (2021),https://www.velostrana.ru/welt/rockfall-30-29-srt/,46990.00,https://cdn.velostrana.ru/upload/models/velo/52342/medium.jpg,2021
"Stinger Element Evo SE 26"" (2022)",https://www.velostrana.ru/stinger/element-evo-se-26/,26200.00,https://cdn.velostrana.ru/upload/models/velo/56828/medium.jpg,2022
Welt Rockfall 2.0 29 (2023),https://www.velostrana.ru/welt/rockfall-20-29/2023/,51990.00,https://cdn.velostrana.ru/upload/models/velo/59042/medium.jpg,2023
Stinger Element D 26 (2019),https://www.velostrana.ru/stinger/element-d-26/,16870.00,https://cdn.velostrana.ru/upload/models/velo/43211/medium.jpg,2019
"Trek X-Caliber 9 29"" (2021)",https://www.velostrana.ru/trek/x-caliber-9-29/2021/,193268.00,https://cdn.velostrana.ru/upload/models/velo/50374/medium.jpg,2021
"Stinger Graphite STD 29"" (2019)",https://www.velostrana.ru/stinger/graphite-std-29/2019/,22420.00,https://cdn.velostrana.ru/upload/models/velo/43151/medium.jpg,2019
Merida Big.Nine 7000 (2021),https://www.velostrana.ru/merida/bignine-7000/2021/,332920.00,https://cdn.velostrana.ru/upload/models/velo/49888/medium.jpg,2021
Stark Tactic 27.5 + HD (2018),https://www.velostrana.ru/stark/tactic-275--hd/2018/,37350.00,https://cdn.velostrana.ru/upload/models/velo/36099/medium.jpg,2018
Welt Rockfall 3.0 29 (2023),https://www.velostrana.ru/welt/rockfall-30-29/2023/,55990.00,https://cdn.velostrana.ru/upload/models/velo/59035/medium.jpg,2023
Trek Roscoe 6 27.5 (2021),https://www.velostrana.ru/trek/roscoe-6-275/2021/,86620.00,https://cdn.velostrana.ru/upload/models/velo/50354/medium.jpg,2021
Haro Double Peak 29 Sport (2020),https://www.velostrana.ru/haro/double-peak-29-sport/2020/,38650.00,https://cdn.velostrana.ru/upload/models/velo/45813/medium.jpg,2020
"Stinger Graphite STD 29"" (2019)",https://www.velostrana.ru/stinger/graphite-std-29/2019/,22420.00,https://cdn.velostrana.ru/upload/models/velo/43151/medium.jpg,2019
"Stinger Element Evo SE 26"" (2022)",https://www.velostrana.ru/stinger/element-evo-se-26/,26200.00,https://cdn.velostrana.ru/upload/models/velo/56828/medium.jpg,2022
Stinger Element D 26 (2019),https://www.velostrana.ru/stinger/element-d-26/,16870.00,https://cdn.velostrana.ru/upload/models/velo/43211/medium.jpg,2019
Welt Rockfall 2.0 29 (2023),https://www.velostrana.ru/welt/rockfall-20-29/2023/,51990.00,https://cdn.velostrana.ru/upload/models/velo/59042/medium.jpg,2023
"Trek X-Caliber 9 29"" (2021)",https://www.velostrana.ru/trek/x-caliber-9-29/2021/,193268.00,https://cdn.velostrana.ru/upload/models/velo/50374/medium.jpg,2021
Stels Navigator 745 D V010 (2025),https://www.velostrana.ru/stels/navigator-745-d-v010/,30650.00,https://cdn.velostrana.ru/upload/models/velo/65804/medium.jpg,2025
Haro Flightline Two 29 (2019),https://www.velostrana.ru/haro/flightline-two-29/2019/,27450.00,https://cdn.velostrana.ru/upload/models/velo/43367/medium.jpg,2019
Haro Double Peak 29 Sport (2019),https://www.velostrana.ru/haro/double-peak-29-sport/2019/,34500.00,https://cdn.velostrana.ru/upload/models/velo/43378/medium.jpg,2019
Welt Ridge 2.0 D 29 (2023),https://www.velostrana.ru/welt/ridge-20-d-29/2023/,32990.00,https://cdn.velostrana.ru/upload/models/velo/59046/medium.jpg,2023
Welt Raven 1.0 D 27 (2023),https://www.velostrana.ru/welt/raven-10-d-27/2023/,35990.00,https://cdn.velostrana.ru/upload/models/velo/59066/medium.jpg,2023
Stels Navigator 900 MD V020 (2019),https://www.velostrana.ru/stels/navigator-900-md-v020/,16700.00,https://cdn.velostrana.ru/upload/models/velo/44362/medium.jpg,2019
Dewolf GL 60 (2018),https://www.velostrana.ru/dewolf/gl-60/,24000.00,https://cdn.velostrana.ru/upload/models/velo/36150/medium.jpg,2018
"Trek Marlin 4 29"" (2020)",https://www.velostrana.ru/trek/marlin-4-29/2020/,55298.00,https://cdn.velostrana.ru/upload/models/velo/44409/medium.jpg,2020
Giant ATX 26 (2021),https://www.velostrana.ru/giant/atx-26/2021/,30340.00,https://cdn.velostrana.ru/upload/models/velo/50850/medium.jpg,2021
Cube Analog SE 27.5 (2019),https://www.velostrana.ru/cube/analog-se-275/,59500.00,https://cdn.velostrana.ru/upload/models/velo/43954/medium.jpg,2019
Dewolf TRX 20 (2022),https://www.velostrana.ru/dewolf/trx-20/,41490.00,https://cdn.velostrana.ru/upload/models/velo/56634/medium.jpg,2022
"Trek Marlin 4 27,5 (2018)",https://www.velostrana.ru/trek/marlin-4-275/2018/,31086.00,https://cdn.velostrana.ru/upload/models/velo/36182/medium.jpg,2018
Aspect LEGEND 27.5 (2020),https://www.velostrana.ru/aspect/legend-275/2020/,33290.00,https://cdn.velostrana.ru/upload/models/velo/44456/medium.jpg,2020
Aspect X Grey (2021),https://www.velostrana.ru/aspect/x-grey/,149990.00,https://cdn.velostrana.ru/upload/models/velo/51066/medium.jpg,2021
Giant Talon 3 (GE) (2020),https://www.velostrana.ru/giant/talon-3-ge/,53100.00,https://cdn.velostrana.ru/upload/models/velo/47258/medium.jpg,2020
KTM Chicago Disc-H 27.24 (2020),https://www.velostrana.ru/ktm/chicago-disc-h-2724/,69500.00,https://cdn.velostrana.ru/upload/models/velo/47416/medium.jpg,2020
Aspect AIR 29 (2020),https://www.velostrana.ru/aspect/air-29/2020/,39590.00,https://cdn.velostrana.ru/upload/models/velo/44461/medium.jpg,2020
Aspect IDEAL (2020),https://www.velostrana.ru/aspect/ideal/2020/,28790.00,https://cdn.velostrana.ru/upload/models/velo/44453/medium.jpg,2020
Giant Talon 27.5 2 (2021),https://www.velostrana.ru/giant/talon-275-2/2021/,67990.00,https://cdn.velostrana.ru/upload/models/velo/50880/medium.jpg,2021
Cube Acid 29 (2018),https://www.velostrana.ru/cube/acid-29/2018/,67000.00,https://cdn.velostrana.ru/upload/models/velo/36464/medium.jpg,2018
Forward Hardi 26 X (2021),https://www.velostrana.ru/forward/hardi-26-x/,21860.00,https://cdn.velostrana.ru/upload/models/velo/51408/medium.jpg,2021
Ghost Kato Advanced 29 (2021),https://www.velostrana.ru/ghost/kato-advanced-29/,89900.00,https://cdn.velostrana.ru/upload/models/velo/51885/medium.jpg,2021
Aspect AIR (2018),https://www.velostrana.ru/aspect/air/2018/,34545.00,https://cdn.velostrana.ru/upload/models/velo/35700/medium.jpg,2018
Stark Krafter 29.6 HD (2025),https://www.velostrana.ru/stark/krafter-296-hd/,101950.00,https://cdn.velostrana.ru/upload/models/velo/65661/medium.jpg,2025
"Forward Apache 27,5 1.0 (2020)",https://www.velostrana.ru/forward/apache-275-10/2020/,19990.00,https://cdn.velostrana.ru/upload/models/velo/45614/medium.jpg,2020
Aspect AMP (2018),https://www.velostrana.ru/aspect/amp/2018/,46095.00,https://cdn.velostrana.ru/upload/models/velo/35701/medium.jpg,2018
Trek X-Caliber 8 (2019),https://www.velostrana.ru/trek/x-caliber-8/,82100.00,https://cdn.velostrana.ru/upload/models/velo/41399/medium.jpg,2019
"Stinger Zeta Std 27.5"" (2020)",https://www.velostrana.ru/stinger/zeta-std-275/2020/,56460.00,https://cdn.velostrana.ru/upload/models/velo/46036/medium.jpg,2020
Merida Big.Trail 200 (2021),https://www.velostrana.ru/merida/bigtrail-200/2021/,97580.00,https://cdn.velostrana.ru/upload/models/velo/50013/medium.jpg,2021
Merida Big.Nine XT (2020),https://www.velostrana.ru/merida/bignine-xt/2020/,159000.00,https://cdn.velostrana.ru/upload/models/velo/44994/medium.jpg,2020
Welt Rubicon Сarbon Race (2021),https://www.velostrana.ru/welt/rubicon-sarbon-race/,140990.00,https://cdn.velostrana.ru/upload/models/velo/52102/medium.jpg,2021
Scott Scale 930 (2021),https://www.velostrana.ru/scott/scale-930/2021/,203700.00,https://cdn.velostrana.ru/upload/models/velo/50044/medium.jpg,2021
"Polygon Syncline C2 27,5 (2023)",https://www.velostrana.ru/polygon/syncline-c2-275/,165600.00,https://cdn.velostrana.ru/upload/models/velo/58578/medium.jpg,2023
Stark Indy 29.1 D (2025),https://www.velostrana.ru/stark/indy-291-d/,43050.00,https://cdn.velostrana.ru/upload/models/velo/65658/medium.jpg,2025
Aspect TUNDRA (2018),https://www.velostrana.ru/aspect/tundra/,26145.00,https://cdn.velostrana.ru/upload/models/velo/35702/medium.jpg,2018
Scott Scale 970 (2021),https://www.velostrana.ru/scott/scale-970/2021/,126100.00,https://cdn.velostrana.ru/upload/models/velo/50049/medium.jpg,2021
Stark Router 29.3 HD (2019),https://www.velostrana.ru/stark/router-293-hd/2019/,30550.00,https://cdn.velostrana.ru/upload/models/velo/42459/medium.jpg,2019
Forward Flash 26 2.2 D (2022),https://www.velostrana.ru/forward/flash-26-22-d/,22690.00,https://cdn.velostrana.ru/upload/models/velo/55833/medium.jpg,2022
Cube Analog RS 27.5 (2021),https://www.velostrana.ru/cube/analog-rs-275/,78600.00,https://cdn.velostrana.ru/upload/models/velo/51701/medium.jpg,2021
"Stinger Graphite STD 29"" (2021)",https://www.velostrana.ru/stinger/graphite-std-29/2021/,29500.00,https://cdn.velostrana.ru/upload/models/velo/56719/medium.jpg,2021
Forward Twister 24 1.0 (2019),https://www.velostrana.ru/forward/twister-24-10/2019/,18567.00,https://cdn.velostrana.ru/upload/models/velo/42413/medium.jpg,2019
"Forward Quadro 27,5 2.0 disc (2019)",https://www.velostrana.ru/forward/quadro-275-20-disc/2019/,30290.00,https://cdn.velostrana.ru/upload/models/velo/42396/medium.jpg,2019
Stark Router 29.3 D (2020),https://www.velostrana.ru/stark/router-293-d/,38010.00,https://cdn.velostrana.ru/upload/models/velo/45963/medium.jpg,2020
Welt Ridge 1.0 HD 29 (2021),https://www.velostrana.ru/welt/ridge-10-hd-29/2021/,39990.00,https://cdn.velostrana.ru/upload/models/velo/52127/medium.jpg,2021
Scott Aspect 960 (2021),https://www.velostrana.ru/scott/aspect-960/2021/,67900.00,https://cdn.velostrana.ru/upload/models/velo/50130/medium.jpg,2021
"Forward Quadro 27,5 3.0 disc (2019)",https://www.velostrana.ru/forward/quadro-275-30-disc/2019/,31240.00,https://cdn.velostrana.ru/upload/models/velo/42395/medium.jpg,2019
